year,Country Code,population
2010,DJ,851146.0
2011,DJ,865937.0
2012,DJ,881185.0
2013,DJ,896688.0
2014,DJ,912164.0
2015,DJ,927414.0
2016,DJ,942333.0
1989,DK,5132594.0
1990,DK,5140939.0
1991,DK,5154298.0
1992,DK,5171370.0
1993,DK,5188628.0
1994,DK,5206180.0
1995,DK,5233373.0
1996,DK,5263074.0
1997,DK,5284991.0
1998,DK,5304219.0
1999,DK,5321799.0
2000,DK,5339616.0
2001,DK,5358783.0
2002,DK,5375931.0
2003,DK,5390574.0
2004,DK,5404523.0
2005,DK,5419432.0
2006,DK,5437272.0
2007,DK,5461438.0
2008,DK,5493621.0
2009,DK,5523095.0
2010,DK,5547683.0
2011,DK,5570572.0
2012,DK,5591572.0
2013,DK,5614932.0
2014,DK,5643475.0
2015,DK,5683483.0
2016,DK,5731118.0
1985,DO,6488856.0
1986,DO,6626542.0
1987,DO,6764624.0
1988,DO,6903316.0
1989,DO,7042937.0
1990,DO,7183647.0
1991,DO,7325622.0
1992,DO,7468551.0
1993,DO,7611465.0
1994,DO,7753052.0
1995,DO,7892423.0
1996,DO,8029113.0
1997,DO,8163472.0
1998,DO,8296375.0
1999,DO,8429112.0
2000,DO,8562622.0
2010,DO,9897985.0
2011,DO,10027095.0
2012,DO,10154950.0
2013,DO,10281296.0
2014,DO,10405844.0
2015,DO,10528394.0
2016,DO,10648791.0
1985,DZ,22565905.0
1986,DZ,23241272.0
1987,DZ,23917897.0
1988,DZ,24591492.0
1989,DZ,25257672.0
1990,DZ,25912367.0
1991,DZ,26554329.0
1992,DZ,27181094.0
1993,DZ,27786259.0
1994,DZ,28362253.0
1995,DZ,28904298.0
1996,DZ,29411415.0
1997,DZ,29886839.0
1998,DZ,30335732.0
1999,DZ,30765613.0
2000,DZ,31183660.0
2001,DZ,31592153.0
2002,DZ,31995046.0
2003,DZ,32403514.0
2004,DZ,32831096.0
2005,DZ,33288437.0
2006,DZ,33777915.0
2007,DZ,34300076.0
2008,DZ,34860715.0
2009,DZ,35465760.0
2010,DZ,36117637.0
2011,DZ,36819558.0
2012,DZ,37565847.0
2013,DZ,38338562.0
2014,DZ,39113313.0
2015,DZ,39871528.0
2016,DZ,40606052.0
1985,EC,9045979.0
1986,EC,9272906.0
1987,EC,9504129.0
1990,EC,10218091.0
1991,EC,10460990.0
1992,EC,10705667.0
1993,EC,10951202.0
1994,EC,11196479.0
1995,EC,11440583.0
1996,EC,11683479.0
1997,EC,11924993.0
1998,EC,12163885.0
1999,EC,12398691.0
2000,EC,12628596.0
2001,EC,12852755.0
2002,EC,13072060.0
2003,EC,13289601.0
2004,EC,13509647.0
2005,EC,13735233.0
2006,EC,13967480.0
2007,EC,14205453.0
2008,EC,14447562.0
2009,EC,14691275.0
2010,EC,14934690.0
2011,EC,15177355.0
2012,EC,15419666.0
2013,EC,15661547.0
2014,EC,15903112.0
2015,EC,16144368.0
2016,EC,16385068.0
2000,EE,1396985.0
2001,EE,1388115.0
2002,EE,1379350.0
2003,EE,1370720.0
2004,EE,1362550.0
2005,EE,1354775.0
2006,EE,1346810.0
2007,EE,1340680.0
2008,EE,1337090.0
2009,EE,1334515.0
2010,EE,1331475.0
2011,EE,1327439.0
2012,EE,1322696.0
2013,EE,1317997.0
2014,EE,1314545.0
2015,EE,1315407.0
2016,EE,1316481.0
1985,EG,50204985.0
1986,EG,51607703.0
1987,EG,53066229.0
1988,EG,54547296.0
1989,EG,56006573.0
1990,EG,57412215.0
1991,EG,58752390.0
1992,EG,60035536.0
1993,EG,61275601.0
1994,EG,62495745.0
1995,EG,63714386.0
1996,EG,64933456.0
1997,EG,66151117.0
1998,EG,67378056.0
1999,EG,68626664.0
2000,EG,69905988.0
2001,EG,71226940.0
2002,EG,72590118.0
2003,EG,73981942.0
2004,EG,75381899.0
2005,EG,76778149.0
2006,EG,78159048.0
2007,EG,79537253.0
2008,EG,80953881.0
2009,EG,82465022.0
2010,EG,84107606.0
2011,EG,85897561.0
2012,EG,87813257.0
2013,EG,89807433.0
2014,EG,91812566.0
2015,EG,93778172.0
2016,EG,95688681.0
1993,ER,3099047.0
1994,ER,3085443.0
1995,ER,3090159.0
1996,ER,3116379.0
1997,ER,3161350.0
1998,ER,3224223.0
1999,ER,3302263.0
2000,ER,3392801.0
2001,ER,3497124.0
2002,ER,3614639.0
2003,ER,3738265.0
2004,ER,3858623.0
2005,ER,3969007.0
2006,ER,4066648.0
2007,ER,4153332.0
2008,ER,4232636.0
2009,ER,4310334.0
2010,ER,4390840.0
2011,ER,4474690.0
1991,ES,38966376.0
1992,ES,39157685.0
1993,ES,39361262.0
1994,ES,39549108.0
1995,ES,39724050.0
1996,ES,39889852.0
1997,ES,40057389.0
1998,ES,40223509.0
1999,ES,40386875.0
2000,ES,40567864.0
2001,ES,40850412.0
2002,ES,41431558.0
2003,ES,42187645.0
2004,ES,42921895.0
2005,ES,43653155.0
2006,ES,44397319.0
2007,ES,45226803.0
2008,ES,45954106.0
2009,ES,46362946.0
2010,ES,46576897.0
2011,ES,46742697.0
2012,ES,46773055.0
2013,ES,46620045.0
2014,ES,46480882.0
2015,ES,46447697.0
2016,ES,46443959.0
1985,ET,40800343.0
1986,ET,42120730.0
1987,ET,43493283.0
1988,ET,44932064.0
1989,ET,46458913.0
1990,ET,48086516.0
1991,ET,49821083.0
1992,ET,51647768.0
1993,ET,53532956.0
1994,ET,55431123.0
1995,ET,57309880.0
1996,ET,59155148.0
1997,ET,60976450.0
1998,ET,62794151.0
1999,ET,64640054.0
2000,ET,66537331.0
2001,ET,68492257.0
2002,ET,70497192.0
2003,ET,72545144.0
2004,ET,74624405.0
2005,ET,76727083.0
2006,ET,78850689.0
2007,ET,81000409.0
2008,ET,83184892.0
2009,ET,85416253.0
2010,ET,87702670.0
2011,ET,90046756.0
2012,ET,92444183.0
2013,ET,94887724.0
2014,ET,97366774.0
2015,ET,99873033.0
2016,ET,102403196.0
1996,FI,5124573.0
1997,FI,5139835.0
1998,FI,5153498.0
1999,FI,5165474.0
2000,FI,5176209.0
2001,FI,5188008.0
2002,FI,5200598.0
2003,FI,5213014.0
2004,FI,5228172.0
2005,FI,5246096.0
2006,FI,5266268.0
2007,FI,5288720.0
2008,FI,5313399.0
2009,FI,5338871.0
2010,FI,5363352.0
2011,FI,5388272.0
2012,FI,5413971.0
2013,FI,5438972.0
2014,FI,5461512.0
2015,FI,5479531.0
2016,FI,5495096.0
1995,FJ,775498.0
1996,FJ,784476.0
2006,FJ,827411.0
2007,FJ,834812.0
2008,FJ,843340.0
2009,FJ,851967.0
2010,FJ,859950.0
2011,FJ,867086.0
2012,FJ,873596.0
2013,FJ,879715.0
2014,FJ,885806.0
2015,FJ,892149.0
2016,FJ,898760.0
1989,FR,58182702.0
1990,FR,58512808.0
1991,FR,58559312.0
1992,FR,58851216.0
1993,FR,59106766.0
1994,FR,59327194.0
1995,FR,59541900.0
1996,FR,59753098.0
1997,FR,59964845.0
1998,FR,60186291.0
1999,FR,60496715.0
2000,FR,60912498.0
2001,FR,61357431.0
2002,FR,61805267.0
2003,FR,62244884.0
2004,FR,62704897.0
2005,FR,63179356.0
2006,FR,63621376.0
2007,FR,64016229.0
2008,FR,64374990.0
2009,FR,64707044.0
2010,FR,65027512.0
2011,FR,65342776.0
2012,FR,65659790.0
2013,FR,65998570.0
2014,FR,66331957.0
2015,FR,66624068.0
2016,FR,66896109.0
1990,GA,952212.0
1991,GA,978223.0
1992,GA,1004676.0
1993,GA,1031504.0
1994,GA,1058663.0
1995,GA,1086137.0
1996,GA,1113994.0
1997,GA,1142324.0
1998,GA,1171224.0
1999,GA,1200773.0
2000,GA,1231122.0
2001,GA,1262259.0
2002,GA,1294409.0
2003,GA,1328146.0
2004,GA,1364205.0
2005,GA,1403126.0
2006,GA,1444844.0
2007,GA,1489193.0
2008,GA,1536411.0
2009,GA,1586754.0
2010,GA,1640210.0
2011,GA,1697101.0
2012,GA,1756817.0
2013,GA,1817271.0
2014,GA,1875713.0
2015,GA,1930175.0
2016,GA,1979786.0
1988,GB,56928327.0
1989,GB,57076711.0
1990,GB,57247586.0
1991,GB,57424897.0
1992,GB,57580402.0
1993,GB,57718614.0
1994,GB,57865745.0
1995,GB,58019030.0
1996,GB,58166950.0
1997,GB,58316954.0
1998,GB,58487141.0
1999,GB,58682466.0
2000,GB,58892514.0
2001,GB,59119673.0
2002,GB,59370479.0
2003,GB,59647577.0
2004,GB,59987905.0
2005,GB,60401206.0
2006,GB,60846820.0
2007,GB,61322463.0
2008,GB,61806995.0
2009,GB,62276270.0
2010,GB,62766365.0
2011,GB,63258918.0
2012,GB,63700300.0
2013,GB,64128226.0
2014,GB,64613160.0
2015,GB,65128861.0
2016,GB,65637239.0
2010,GD,104677.0
2011,GD,105075.0
2015,GD,106823.0
1997,GE,4531600.0
1998,GE,4487300.0
1999,GE,4452500.0
2000,GE,4418300.0
2001,GE,4386400.0
2002,GE,4357000.0
2003,GE,4301000.0
2004,GE,4245000.0
2005,GE,4190000.0
2006,GE,4136000.0
2007,GE,4082000.0
2008,GE,4030000.0
2009,GE,3978000.0
2010,GE,3926000.0
2011,GE,3875000.0
2012,GE,3825000.0
2013,GE,3776000.0
2014,GE,3727000.0
2015,GE,3717100.0
2016,GE,3719300.0
1986,GH,13104296.0
1987,GH,13481406.0
1988,GH,13854214.0
1989,GH,14233874.0
1990,GH,14628260.0
1991,GH,15039514.0
1992,GH,15463854.0
1993,GH,15896432.0
1994,GH,16330174.0
1995,GH,16760467.0
1996,GH,17185608.0
1997,GH,17608812.0
1998,GH,18036494.0
1999,GH,18477612.0
2000,GH,18938762.0
2001,GH,19421605.0
2002,GH,19924522.0
2003,GH,20446782.0
2004,GH,20986536.0
2005,GH,21542009.0
2006,GH,22113425.0
2007,GH,22700212.0
2008,GH,23298640.0
2009,GH,23903831.0
2010,GH,24512104.0
2011,GH,25121796.0
2012,GH,25733049.0
2013,GH,26346251.0
2014,GH,26962563.0
2015,GH,27582821.0
2016,GH,28206728.0
1990,GM,916808.0
1991,GM,949493.0
1992,GM,979718.0
1993,GM,1008358.0
1994,GM,1036829.0
1995,GM,1066223.0
1996,GM,1096708.0
1997,GM,1128169.0
1998,GM,1160944.0
1999,GM,1195420.0
2000,GM,1231844.0
2001,GM,1270495.0
2002,GM,1311349.0
2003,GM,1354194.0
2004,GM,1398573.0
2005,GM,1444204.0
2006,GM,1491021.0
2007,GM,1539116.0
2008,GM,1588572.0
2009,GM,1639560.0
2010,GM,1692149.0
2011,GM,1746363.0
2012,GM,1802125.0
2013,GM,1859324.0
2014,GM,1917852.0
2015,GM,1977590.0
2016,GM,2038501.0
1990,GN,6041094.0
1991,GN,6374329.0
1992,GN,6758838.0
1993,GN,7163236.0
1994,GN,7544291.0
1995,GN,7871173.0
1996,GN,8132552.0
1997,GN,8337988.0
1998,GN,8503297.0
1999,GN,8653769.0
2000,GN,8808546.0
2001,GN,8971139.0
2002,GN,9137345.0
2003,GN,9309848.0
2004,GN,9490229.0
2005,GN,9679745.0
2006,GN,9881428.0
2007,GN,10096727.0
2008,GN,10323142.0
2009,GN,10556524.0
2010,GN,10794170.0
2011,GN,11035170.0
2012,GN,11281469.0
2013,GN,11536615.0
2014,GN,11805509.0
2015,GN,12091533.0
2016,GN,12395924.0
1985,GR,9934300.0
1986,GR,9967213.0
1987,GR,10000595.0
1988,GR,10036983.0
1989,GR,10089498.0
1993,GR,10460415.0
1994,GR,10512922.0
1995,GR,10562153.0
1996,GR,10608800.0
1997,GR,10661259.0
1998,GR,10720509.0
1999,GR,10761698.0
2000,GR,10805808.0
2001,GR,10862132.0
2002,GR,10902022.0
2003,GR,10928070.0
2004,GR,10955141.0
2005,GR,10987314.0
2006,GR,11020362.0
2007,GR,11048473.0
2008,GR,11077841.0
2009,GR,11107017.0
2010,GR,11121341.0
2011,GR,11104899.0
2012,GR,11045011.0
2013,GR,10965211.0
2014,GR,10892413.0
2015,GR,10820883.0
2016,GR,10746740.0
1985,GT,8240060.0
1986,GT,8438604.0
1987,GT,8639108.0
1988,GT,8842575.0
1989,GT,9050465.0
1990,GT,9263813.0
1991,GT,9483270.0
1992,GT,9708544.0
1993,GT,9938692.0
1994,GT,10172297.0
1995,GT,10408489.0
1996,GT,10646674.0
1997,GT,10887634.0
1998,GT,11133501.0
1999,GT,11387203.0
2000,GT,11650743.0
2001,GT,11924946.0
2002,GT,12208848.0
2003,GT,12500478.0
2004,GT,12796925.0
2005,GT,13096028.0
2006,GT,13397008.0
2007,GT,13700286.0
2008,GT,14006366.0
2009,GT,14316208.0
2010,GT,14630417.0
2011,GT,14948919.0
2012,GT,15271056.0
2013,GT,15596214.0
2014,GT,15923559.0
2015,GT,16252429.0
2016,GT,16582469.0
1990,GW,1012280.0
1991,GW,1037155.0
1992,GW,1062800.0
1993,GW,1088569.0
1994,GW,1113541.0
1995,GW,1137122.0
1996,GW,1159060.0
1997,GW,1179727.0
1998,GW,1199915.0
1999,GW,1220794.0
2000,GW,1243229.0
2001,GW,1267512.0
2002,GW,1293523.0
2003,GW,1321202.0
2004,GW,1350345.0
2005,GW,1380838.0
2006,GW,1412669.0
2007,GW,1445958.0
2008,GW,1480841.0
2009,GW,1517448.0
2010,GW,1555880.0
2011,GW,1596154.0
2012,GW,1638139.0
2013,GW,1681495.0
2014,GW,1725744.0
2015,GW,1770526.0
2016,GW,1815698.0
1997,GY,760510.0
2010,GY,746556.0
2011,GY,749100.0
2012,GY,753091.0
2013,GY,758081.0
2014,GY,763393.0
2015,GY,768514.0
2016,GY,773303.0
1985,HN,4281189.0
1986,HN,4410158.0
1987,HN,4541804.0
1988,HN,4676361.0
1989,HN,4814137.0
1990,HN,4955328.0
1991,HN,5099951.0
1992,HN,5247836.0
1993,HN,5398805.0
1994,HN,5552625.0
1995,HN,5709051.0
1997,HN,6028882.0
1998,HN,6192026.0
1999,HN,6357221.0
2000,HN,6524283.0
2001,HN,6693061.0
2002,HN,6863157.0
2003,HN,7033821.0
2004,HN,7204153.0
2005,HN,7373430.0
2006,HN,7541406.0
2007,HN,7707972.0
2008,HN,7872658.0
2009,HN,8035021.0
2010,HN,8194778.0
2011,HN,8351600.0
2012,HN,8505646.0
2013,HN,8657785.0
2014,HN,8809216.0
2015,HN,8960829.0
2016,HN,9112867.0
1993,HR,4640000.0
1994,HR,4650000.0
1995,HR,4669000.0
1996,HR,4494000.0
1997,HR,4572000.0
1998,HR,4501000.0
1999,HR,4554000.0
2000,HR,4426000.0
2001,HR,4440000.0
2002,HR,4440000.0
2003,HR,4440000.0
2004,HR,4439000.0
2005,HR,4442000.0
2006,HR,4440000.0
2007,HR,4436000.0
2008,HR,4434508.0
2009,HR,4429078.0
2010,HR,4417781.0
2011,HR,4280622.0
2012,HR,4267558.0
2013,HR,4255689.0
2014,HR,4238389.0
2015,HR,4203604.0
2016,HR,4170600.0
1999,HT,8404398.0
2000,HT,8549200.0
2007,HT,9556889.0
2008,HT,9705029.0
2009,HT,9852870.0
2010,HT,9999617.0
2011,HT,10145054.0
2012,HT,10289210.0
2013,HT,10431776.0
2014,HT,10572466.0
2015,HT,10711061.0
1989,HU,10481719.0
1990,HU,10373988.0
1991,HU,10373400.0
1992,HU,10369341.0
1993,HU,10357523.0
1994,HU,10343355.0
1995,HU,10328965.0
1996,HU,10311238.0
1997,HU,10290486.0
1998,HU,10266570.0
1999,HU,10237530.0
2000,HU,10210971.0
2001,HU,10187576.0
2002,HU,10158608.0
2003,HU,10129552.0
2004,HU,10107146.0
2005,HU,10087065.0
2006,HU,10071370.0
2007,HU,10055780.0
2008,HU,10038188.0
2009,HU,10022650.0
2010,HU,10000023.0
2011,HU,9971727.0
2012,HU,9920362.0
2013,HU,9893082.0
2014,HU,9866468.0
2015,HU,9843028.0
2016,HU,9817958.0
1985,ID,165012196.0
1986,ID,168402025.0
1987,ID,171728917.0
1988,ID,175000916.0
1989,ID,178233223.0
1990,ID,181436821.0
1991,ID,184615979.0
1992,ID,187766086.0
1993,ID,190879523.0
1994,ID,193945272.0
1995,ID,196957849.0
1996,ID,199914831.0
1997,ID,202826465.0
1998,ID,205715544.0
1999,ID,208612556.0
2000,ID,211540429.0
2001,ID,214506502.0
2002,ID,217508059.0
2003,ID,220545214.0
2004,ID,223614649.0
2005,ID,226712730.0
2006,ID,229838202.0
2007,ID,232989141.0
2008,ID,236159276.0
2009,ID,239340478.0
2010,ID,242524123.0
2011,ID,245707511.0
2012,ID,248883232.0
2013,ID,252032263.0
2014,ID,255131116.0
2015,ID,258162113.0
2016,ID,261115456.0
1993,IE,3576261.0
1994,IE,3590386.0
1996,IE,3637510.0
1997,IE,3674171.0
1998,IE,3712696.0
1999,IE,3754786.0
2000,IE,3805174.0
2001,IE,3866243.0
2002,IE,3931947.0
2003,IE,3996521.0
2004,IE,4070262.0
2005,IE,4159914.0
2006,IE,4273591.0
2007,IE,4398942.0
2008,IE,4489544.0
2009,IE,4535375.0
2010,IE,4560155.0
2011,IE,4576794.0
2012,IE,4586897.0
2013,IE,4598294.0
2014,IE,4617225.0
2015,IE,4676835.0
2016,IE,4773095.0
1998,IL,5971000.0
1999,IL,6125000.0
2000,IL,6289000.0
2001,IL,6439000.0
2002,IL,6570000.0
2003,IL,6689700.0
2004,IL,6809000.0
2005,IL,6930100.0
2006,IL,7053700.0
2007,IL,7180100.0
2008,IL,7308800.0
2009,IL,7485600.0
2010,IL,7623600.0
2011,IL,7765800.0
2012,IL,7910500.0
2013,IL,8059500.0
2014,IL,8215700.0
2015,IL,8380100.0
2016,IL,8547100.0
1985,IN,781666671.0
1986,IN,799181436.0
1987,IN,816792741.0
1988,IN,834489322.0
1989,IN,852270034.0
1990,IN,870133480.0
1991,IN,888054875.0
1992,IN,906021106.0
1993,IN,924057817.0
1994,IN,942204249.0
1995,IN,960482795.0
1996,IN,978893217.0
1997,IN,997405318.0
1998,IN,1015974042.0
1999,IN,1034539214.0
2000,IN,1053050912.0
2001,IN,1071477855.0
2002,IN,1089807112.0
2003,IN,1108027848.0
2004,IN,1126135777.0
2005,IN,1144118674.0
2006,IN,1161977719.0
2007,IN,1179681239.0
2008,IN,1197146906.0
2009,IN,1214270132.0
2010,IN,1230980691.0
2011,IN,1247236029.0
2012,IN,1263065852.0
2013,IN,1278562207.0
2014,IN,1293859294.0
2015,IN,1309053980.0
2016,IN,1324171354.0
1985,IQ,15576395.0
1986,IQ,15936375.0
1987,IQ,16290149.0
1991,IQ,17942715.0
1992,IQ,18458187.0
1993,IQ,19011917.0
1994,IQ,19597239.0
1995,IQ,20208387.0
1996,IQ,20845893.0
1997,IQ,21509291.0
1998,IQ,22190250.0
1999,IQ,22878156.0
2000,IQ,23565413.0
2001,IQ,24251649.0
2002,IQ,24939299.0
2003,IQ,25627626.0
2004,IQ,26316609.0
2005,IQ,27008426.0
2006,IQ,27697912.0
2007,IQ,28390433.0
2008,IQ,29111417.0
2009,IQ,29894652.0
2010,IQ,30762701.0
2011,IQ,31727053.0
2012,IQ,32776571.0
2013,IQ,33883145.0
2014,IQ,35006080.0
2015,IQ,36115649.0
2016,IQ,37202572.0
1985,IR,47342702.0
1986,IR,49256842.0
1987,IR,51197482.0
1988,IR,53075618.0
1989,IR,54777114.0
1990,IR,56226185.0
1991,IR,57375584.0
1992,IR,58260738.0
1993,IR,58991218.0
1994,IR,59725125.0
1995,IR,60575644.0
1996,IR,61583089.0
1997,IR,62710557.0
1998,IR,63900630.0
1999,IR,65062660.0
2000,IR,66131854.0
2001,IR,67096414.0
2002,IR,67983330.0
2003,IR,68812713.0
2004,IR,69617100.0
2005,IR,70421811.0
2006,IR,71227880.0
2007,IR,72031103.0
2008,IR,72845542.0
2009,IR,73687565.0
2010,IR,74567511.0
2011,IR,75491582.0
2012,IR,76453574.0
2013,IR,77435384.0
2014,IR,78411092.0
2015,IR,79360487.0
2016,IR,80277428.0
1995,IS,267468.0
1996,IS,268916.0
1997,IS,271128.0
1998,IS,274047.0
1999,IS,277381.0
2000,IS,281205.0
2001,IS,284968.0
2002,IS,287523.0
2003,IS,289521.0
2004,IS,292074.0
2005,IS,296734.0
2006,IS,303782.0
2007,IS,311566.0
2008,IS,317414.0
2009,IS,318499.0
2010,IS,318041.0
2011,IS,319014.0
2012,IS,320716.0
2013,IS,323764.0
2014,IS,327386.0
2015,IS,330815.0
2016,IS,334252.0
1985,IT,56593071.0
1986,IT,56596155.0
1987,IT,56601931.0
1988,IT,56629288.0
1989,IT,56671781.0
1990,IT,56719240.0
1991,IT,56758521.0
1992,IT,56797087.0
1993,IT,56831821.0
1994,IT,56843400.0
1995,IT,56844303.0
1996,IT,56860281.0
1997,IT,56890372.0
1998,IT,56906744.0
1999,IT,56916317.0
2000,IT,56942108.0
2001,IT,56974100.0
2002,IT,57059007.0
2003,IT,57313203.0
2004,IT,57685327.0
2005,IT,57969484.0
2006,IT,58143979.0
2007,IT,58438310.0
2008,IT,58826731.0
2009,IT,59095365.0
2010,IT,59277417.0
2011,IT,59379449.0
2012,IT,59539717.0
2013,IT,60233948.0
2014,IT,60789140.0
2015,IT,60730582.0
2016,IT,60600590.0
1992,JM,2465362.0
1993,JM,2488782.0
1994,JM,2513049.0
1995,JM,2537440.0
1996,JM,2561993.0
1997,JM,2586827.0
1998,JM,2611367.0
1999,JM,2634882.0
2000,JM,2656864.0
2009,JM,2804082.0
2010,JM,2817210.0
2011,JM,2829493.0
2012,JM,2840992.0
2013,JM,2851807.0
2014,JM,2862087.0
2015,JM,2871934.0
2016,JM,2881355.0
1985,JO,2895985.0
1989,JO,3395023.0
1990,JO,3560582.0
1991,JO,3753433.0
1992,JO,3968198.0
1993,JO,4189431.0
1994,JO,4395953.0
1995,JO,4572904.0
1996,JO,4716373.0
1997,JO,4832267.0
1998,JO,4927912.0
1999,JO,5014899.0
2000,JO,5103130.0
2001,JO,5193482.0
2002,JO,5287488.0
2003,JO,5396774.0
2004,JO,5535595.0
2005,JO,5714111.0
2006,JO,5934232.0
2007,JO,6193191.0
2008,JO,6489822.0
2009,JO,6821116.0
2010,JO,7182390.0
2011,JO,7574943.0
2012,JO,7992573.0
2013,JO,8413464.0
2014,JO,8809306.0
2015,JO,9159302.0
2016,JO,9455802.0
1985,JP,120754000.0
1986,JP,121492000.0
1987,JP,122091000.0
1988,JP,122613000.0
1989,JP,123116000.0
1990,JP,123537000.0
1991,JP,123921000.0
1992,JP,124229000.0
1993,JP,124536000.0
1994,JP,124961000.0
1995,JP,125439000.0
1996,JP,125757000.0
1997,JP,126057000.0
1998,JP,126400000.0
1999,JP,126631000.0
2000,JP,126843000.0
2001,JP,127149000.0
2002,JP,127445000.0
2003,JP,127718000.0
2004,JP,127761000.0
2005,JP,127773000.0
2006,JP,127854000.0
2007,JP,128001000.0
2008,JP,128063000.0
2009,JP,128047000.0
2010,JP,128070000.0
2011,JP,127833000.0
2012,JP,127629000.0
2013,JP,127445000.0
2014,JP,127276000.0
2015,JP,127141000.0
2016,JP,126994511.0
1985,KE,19651225.0
1986,KE,20378626.0
1987,KE,21119318.0
1988,KE,21871442.0
1989,KE,22633022.0
1990,KE,23402507.0
1991,KE,24179598.0
1992,KE,24963953.0
1993,KE,25754114.0
1994,KE,26548486.0
1995,KE,27346456.0
1996,KE,28147734.0
1997,KE,28954114.0
1998,KE,29769803.0
1999,KE,30600397.0
2000,KE,31450483.0
2001,KE,32321482.0
2002,KE,33214009.0
2003,KE,34130852.0
2004,KE,35074931.0
2005,KE,36048288.0
2006,KE,37052050.0
2007,KE,38085909.0
2008,KE,39148416.0
2009,KE,40237204.0
2010,KE,41350152.0
2011,KE,42486839.0
2012,KE,43646629.0
2013,KE,44826849.0
2014,KE,46024250.0
2015,KE,47236259.0
2016,KE,48461567.0
1993,KG,4516700.0
1994,KG,4515100.0
1995,KG,4560400.0
1996,KG,4628400.0
1997,KG,4696400.0
1998,KG,4769000.0
1999,KG,4840400.0
2000,KG,4898400.0
2001,KG,4945100.0
2002,KG,4990700.0
2003,KG,5043300.0
2004,KG,5104700.0
2005,KG,5162600.0
2006,KG,5218400.0
2007,KG,5268400.0
2008,KG,5318700.0
2009,KG,5383300.0
2010,KG,5447900.0
2011,KG,5514600.0
2012,KG,5607200.0
2013,KG,5719600.0
2014,KG,5835500.0
2015,KG,5956900.0
2016,KG,6082700.0
1993,KH,9968275.0
1994,KH,10315376.0
1995,KH,10653558.0
1996,KH,10980273.0
1997,KH,11295880.0
1998,KH,11597739.0
1999,KH,11883636.0
2000,KH,12152354.0
2001,KH,12402473.0
2002,KH,12634729.0
2003,KH,12853124.0
2004,KH,13063377.0
2005,KH,13270201.0
2006,KH,13474489.0
2007,KH,13676693.0
2008,KH,13880509.0
2009,KH,14090208.0
2010,KH,14308740.0
2011,KH,14537886.0
2012,KH,14776866.0
2013,KH,15022692.0
2014,KH,15270790.0
2015,KH,15517635.0
2016,KH,15762370.0
1992,KM,436448.0
2000,KM,542357.0
2001,KM,555888.0
2002,KM,569479.0
2012,KN,52591.0
2013,KN,53169.0
2014,KN,53739.0
2015,KP,25243917.0
1987,KR,41621690.0
1988,KR,42031247.0
1989,KR,42449038.0
1990,KR,42869283.0
